hour,day_of_week,weather,temperature,traffic_volume
19,0,Fog,27,1051
14,1,Fog,31,447
17,6,Fog,22,664
20,2,Rain,28,402
18,0,Fog,31,937
14,0,Rain,20,563
10,0,Clear,29,471
6,1,Clear,24,414
5,5,Rain,21,478
12,0,Fog,26,401
9,2,Fog,36,958
7,2,Clear,37,862
3,5,Fog,26,300
12,5,Rain,39,242
13,1,Clear,35,203
21,5,Clear,35,362
16,1,Fog,37,360
19,2,Clear,25,632
3,2,Fog,29,543
13,2,Clear,29,313
11,1,Clear,20,297
18,5,Fog,31,694
15,3,Fog,26,502
11,4,Fog,26,486
0,1,Fog,22,347
12,1,Fog,26,402
16,5,Rain,36,435
15,0,Clear,31,259
22,0,Clear,33,253
21,4,Clear,35,422
0,6,Clear,31,215
8,3,Fog,20,892
17,1,Fog,31,874
3,0,Clear,36,333
19,1,Rain,30,941
19,6,Fog,35,681
17,4,Clear,24,792
14,2,Fog,38,510
8,3,Rain,26,1010
6,1,Rain,32,382
18,6,Clear,20,733
10,6,Clear,31,394
20,1,Fog,39,561
22,4,Fog,25,486
14,4,Fog,30,329
21,0,Clear,39,497
4,0,Clear,33,207
0,6,Rain,34,337
17,1,Clear,27,660
23,3,Fog,31,569
9,4,Fog,39,858
0,6,Clear,24,304
18,6,Clear,21,630
2,6,Fog,28,215
19,2,Rain,36,946
8,4,Clear,35,944
6,2,Rain,26,601
9,4,Rain,21,1030
5,4,Rain,26,573
13,4,Rain,24,435
2,6,Fog,34,264
21,2,Fog,34,448
21,5,Rain,30,512
19,5,Clear,23,788
2,5,Fog,20,255
6,0,Fog,21,397
9,6,Rain,38,1083
11,4,Fog,29,294
10,1,Rain,25,517
20,2,Clear,31,486
15,5,Clear,23,328
12,4,Fog,23,379
0,0,Fog,23,540
8,5,Rain,32,826
17,1,Fog,31,818
13,0,Fog,38,538
7,1,Clear,39,872
5,4,Rain,27,537
22,6,Clear,37,225
19,5,Fog,20,958
11,5,Rain,27,252
22,4,Rain,23,477
17,2,Fog,37,1004
3,4,Clear,21,490
14,6,Clear,33,98
2,2,Rain,31,468
15,0,Rain,27,642
0,0,Fog,32,558
16,6,Fog,21,430
14,0,Clear,23,423
14,4,Clear,39,417
18,5,Rain,29,1026
1,6,Clear,34,341
23,0,Clear,22,423
2,4,Rain,37,500
17,2,Fog,37,870
11,5,Rain,36,515
9,0,Fog,32,780
10,6,Rain,26,426
20,6,Rain,28,374
8,3,Clear,26,998
5,6,Rain,34,384
13,3,Rain,23,388
19,0,Clear,28,1078
13,3,Clear,30,378
6,2,Rain,31,478
12,6,Clear,31,282
7,0,Fog,38,872
18,0,Clear,20,787
14,2,Rain,37,510
14,5,Rain,36,296
23,4,Rain,33,519
15,6,Rain,27,398
20,5,Fog,31,161
16,4,Rain,23,351
9,0,Rain,38,861
6,6,Fog,34,291
14,2,Fog,35,512
11,3,Clear,27,397
3,6,Clear,35,202
14,2,Rain,21,602
7,5,Fog,36,643
11,0,Rain,35,417
10,6,Rain,27,472
11,1,Clear,36,446
21,0,Rain,29,407
9,6,Clear,25,673
2,3,Fog,26,547
5,4,Clear,22,477
7,6,Fog,37,786
16,5,Clear,25,293
17,4,Rain,21,942
5,3,Clear,34,243
21,0,Clear,29,392
15,3,Fog,29,418
1,5,Fog,26,240
18,2,Clear,32,839
14,1,Fog,28,259
4,5,Rain,25,525
9,4,Rain,22,754
2,6,Rain,39,490
17,1,Clear,37,793
14,0,Clear,21,492
7,4,Clear,23,753
8,6,Fog,23,734
11,5,Rain,27,457
18,2,Fog,35,975
0,5,Clear,29,333
5,4,Fog,37,355
14,2,Clear,30,214
17,0,Rain,33,858
13,1,Rain,34,386
2,5,Clear,34,175
12,2,Fog,38,467
16,5,Clear,22,139
16,3,Rain,37,610
12,3,Rain,23,495
3,0,Clear,30,343
19,2,Rain,38,964
2,1,Rain,34,498
21,3,Fog,28,552
8,3,Clear,37,732
10,1,Rain,31,629
8,1,Rain,27,889
0,4,Fog,31,345
1,5,Fog,21,322
13,6,Rain,30,560
12,6,Fog,36,246
11,3,Rain,20,380
14,1,Clear,22,482
20,5,Clear,39,201
10,3,Rain,21,395
3,6,Rain,39,516
3,1,Clear,36,378
11,5,Fog,21,196
1,6,Clear,38,257
4,0,Rain,38,539
20,5,Fog,33,201
20,1,Rain,25,608
9,3,Clear,21,885
23,5,Rain,31,321
2,5,Rain,33,258
2,0,Rain,23,464
3,3,Rain,28,474
3,4,Rain,25,481
14,0,Fog,33,375
8,2,Fog,21,884
19,6,Fog,21,1015
16,0,Fog,39,364
3,1,Fog,27,457
8,4,Clear,29,794
2,5,Clear,25,97
21,5,Rain,21,341
8,6,Fog,38,648
8,3,Rain,34,952
3,3,Clear,31,391
9,5,Fog,28,604
8,6,Clear,37,685
18,6,Fog,35,812
4,1,Rain,39,391
3,0,Fog,34,384
10,4,Clear,37,406
2,4,Rain,28,553
7,4,Rain,21,989
16,0,Clear,25,294
7,6,Fog,27,754
16,2,Rain,31,414
1,5,Rain,20,576
2,5,Rain,34,356
7,5,Rain,21,749
22,1,Fog,36,476
11,3,Clear,35,221
8,2,Clear,28,530
1,2,Rain,33,465
6,4,Fog,21,270
23,6,Clear,23,163
21,1,Clear,38,487
19,3,Clear,29,1034
5,0,Rain,38,624
5,0,Fog,28,534
21,2,Fog,35,422
12,1,Rain,24,638
3,4,Clear,32,458
19,0,Rain,37,935
4,4,Clear,38,290
19,0,Rain,20,996
22,5,Clear,31,270
14,0,Fog,23,519
4,3,Clear,21,426
13,1,Fog,31,528
15,3,Fog,38,434
14,1,Rain,31,613
18,2,Clear,30,616
16,2,Fog,24,287
17,0,Rain,34,897
15,1,Rain,25,538
11,5,Clear,35,96
15,4,Fog,21,462
15,4,Rain,32,573
9,6,Clear,24,617
20,4,Rain,32,542
8,0,Clear,29,731
20,5,Fog,30,237
9,6,Rain,34,677
4,5,Rain,22,522
1,4,Fog,33,579
22,3,Clear,21,311
5,5,Rain,38,460
22,3,Fog,26,390
16,3,Rain,30,530
18,0,Fog,37,642
5,3,Fog,26,387
20,4,Rain,25,322
21,5,Fog,24,254
21,5,Fog,21,325
13,5,Rain,30,464
0,1,Fog,30,308
14,6,Rain,33,419
23,2,Clear,26,485
4,5,Clear,30,192
13,1,Clear,31,228
20,5,Clear,29,296
6,3,Fog,34,526
21,5,Fog,20,374
4,5,Clear,24,244
3,6,Fog,33,274
20,3,Rain,24,568
22,0,Rain,39,493
10,1,Fog,30,495
14,2,Rain,32,463
18,5,Clear,29,562
1,6,Fog,24,257
1,6,Fog,30,414
10,6,Fog,24,340
17,2,Rain,28,1189
6,1,Rain,38,357
8,5,Fog,28,586
10,3,Rain,32,606
19,1,Clear,30,977
7,6,Clear,26,687
3,1,Rain,33,558
10,3,Rain,21,598
1,4,Rain,30,537
4,4,Clear,28,256
20,6,Rain,37,462
9,3,Clear,28,822
23,5,Clear,20,304
18,1,Fog,33,783
1,2,Rain,28,400
8,1,Rain,22,745
14,5,Clear,21,395
23,3,Fog,24,328
23,5,Rain,30,283
21,5,Rain,22,440
8,0,Clear,33,863
2,2,Fog,25,452
18,3,Fog,32,834
21,3,Fog,22,429
10,4,Fog,28,461
10,3,Fog,33,370
4,4,Clear,24,403
12,2,Rain,35,538
0,5,Clear,37,143
3,2,Fog,26,537
2,6,Clear,21,159
9,5,Clear,23,748
5,0,Rain,34,342
8,3,Rain,24,871
15,1,Clear,21,490
3,6,Rain,24,284
15,6,Rain,22,313
5,4,Clear,31,328
9,6,Rain,35,698
17,6,Rain,28,1034
23,0,Clear,33,451
16,0,Clear,28,201
15,1,Rain,21,624
4,1,Clear,31,244
13,5,Clear,23,300
21,1,Rain,28,366
12,5,Fog,24,507
8,6,Rain,37,875
12,6,Rain,29,507
17,2,Rain,34,929
20,3,Fog,26,505
10,6,Fog,24,196
2,1,Clear,36,283
3,5,Fog,25,377
1,1,Fog,36,425
8,1,Clear,26,754
2,4,Fog,21,578
16,6,Fog,29,213
8,1,Rain,22,813
16,2,Fog,39,424
3,1,Fog,28,377
13,4,Rain,37,558
12,1,Rain,20,459
8,3,Fog,30,917
22,0,Rain,35,466
18,4,Clear,28,950
1,5,Fog,29,433
3,3,Clear,32,369
3,2,Rain,38,606
10,1,Fog,38,304
1,2,Fog,28,571
10,2,Fog,26,376
15,3,Clear,22,236
7,1,Clear,34,992
12,2,Rain,32,372
0,1,Fog,37,336
2,3,Clear,28,392
22,0,Fog,26,525
16,5,Fog,35,334
0,1,Rain,29,565
5,2,Clear,39,379
14,3,Rain,37,357
18,1,Rain,37,1070
23,6,Fog,35,280
4,4,Fog,29,449
1,4,Rain,25,632
22,0,Fog,34,349
10,3,Rain,22,563
13,5,Rain,36,438
9,1,Fog,32,820
18,4,Rain,23,908
15,4,Clear,32,386
3,0,Fog,20,506
8,6,Fog,32,885
19,0,Rain,29,729
16,3,Fog,34,297
18,2,Clear,32,629
16,6,Fog,35,220
4,0,Fog,34,506
0,0,Rain,22,540
7,0,Rain,32,1003
16,4,Clear,23,476
22,2,Fog,39,334
2,5,Fog,22,348
14,3,Fog,38,553
2,0,Rain,39,428
9,4,Clear,20,678
12,4,Rain,33,388
2,3,Clear,22,245
8,2,Clear,23,1073
16,5,Fog,37,300
9,0,Fog,30,809
22,3,Rain,23,484
17,1,Fog,38,669
12,4,Clear,39,384
4,5,Clear,36,170
1,2,Clear,35,359
20,2,Fog,24,374
15,6,Fog,33,285
19,0,Clear,25,797
21,0,Fog,24,539
1,2,Clear,32,498
4,5,Fog,32,406
3,2,Clear,29,297
7,4,Fog,36,714
14,4,Rain,24,544
19,1,Rain,23,1087
7,1,Rain,38,915
10,6,Rain,34,267
0,6,Fog,24,234
17,0,Rain,29,1021
7,3,Clear,30,860
1,4,Rain,20,463
17,5,Fog,20,1021
11,2,Clear,36,426
16,5,Clear,38,321
16,3,Clear,23,479
4,3,Fog,34,579
11,3,Clear,29,281
11,5,Rain,34,201
6,4,Clear,24,294
0,1,Fog,35,364
23,3,Clear,35,350
1,0,Rain,25,636
17,6,Rain,35,992
10,6,Fog,35,216
6,5,Clear,35,394
17,4,Clear,34,706
19,4,Fog,34,1037
5,0,Clear,20,278
22,1,Rain,33,428
18,4,Fog,32,967
13,1,Clear,32,365
9,6,Rain,39,1109
0,4,Clear,27,204
5,0,Fog,35,509
11,0,Clear,22,383
8,0,Clear,22,840
4,6,Fog,26,420
5,6,Rain,32,293
7,3,Rain,30,1038
21,3,Clear,27,253
16,1,Rain,32,358
8,2,Fog,33,801
5,6,Clear,24,306
22,6,Fog,35,317
13,1,Rain,21,532
15,3,Fog,38,272
8,1,Fog,28,864
15,5,Clear,37,400
7,4,Clear,25,754
19,1,Rain,28,1076
13,3,Fog,22,453
15,6,Clear,30,272
21,0,Fog,32,574
22,2,Rain,38,371
5,0,Fog,22,392
11,1,Rain,29,545
12,0,Rain,22,508
3,6,Rain,20,343
13,6,Fog,29,422
10,2,Clear,21,286
0,1,Fog,34,523
15,5,Clear,21,269
16,2,Clear,39,370
11,0,Rain,20,399
21,6,Clear,33,386
8,5,Fog,39,810
1,1,Fog,35,581
21,4,Fog,39,293
2,5,Fog,26,278
15,0,Rain,37,515
6,1,Fog,27,411
16,0,Fog,36,591
5,2,Rain,35,409
15,3,Rain,24,433
22,2,Clear,21,251
13,2,Fog,29,454
19,0,Rain,29,925
18,0,Clear,31,959
8,5,Clear,39,692
3,4,Clear,23,487
3,1,Rain,38,495
8,4,Clear,35,949
11,3,Fog,35,541
18,0,Clear,26,702
5,0,Fog,31,357
11,0,Rain,37,509
20,2,Fog,23,439
2,5,Fog,20,254
23,6,Clear,24,371
12,0,Fog,35,508
9,3,Fog,28,1008
17,3,Rain,34,1096
1,5,Fog,24,415
16,5,Rain,37,268
6,6,Rain,37,455
20,1,Clear,26,270
3,0,Clear,20,205
1,6,Clear,27,291
2,4,Clear,22,253
11,1,Clear,24,412
9,4,Rain,22,955
19,1,Clear,37,667
22,4,Rain,34,580
21,0,Rain,26,553
21,1,Fog,35,553
6,3,Clear,29,452
12,1,Clear,36,290
21,0,Rain,25,419
14,0,Rain,33,654
6,6,Rain,36,214
7,5,Fog,35,674
2,4,Rain,21,447
12,3,Clear,26,292
11,5,Clear,34,241
19,1,Clear,27,962
4,3,Fog,38,345
3,6,Fog,22,208
19,2,Clear,20,765
0,0,Clear,37,262
0,0,Fog,33,314
1,4,Clear,31,223
6,4,Clear,36,326
1,1,Clear,39,345
5,5,Rain,29,226
14,5,Rain,31,273
7,3,Fog,29,863
4,2,Rain,27,683
21,0,Fog,37,305
15,3,Rain,25,538
19,6,Clear,23,718
7,2,Fog,20,757
8,0,Fog,23,948
0,3,Clear,24,277
0,2,Fog,20,340
18,0,Clear,23,780
6,4,Clear,21,318
9,5,Rain,37,705
21,1,Rain,25,448
6,2,Fog,31,396
8,6,Fog,26,741
19,2,Rain,35,877
12,4,Clear,27,230
17,2,Rain,28,891
15,2,Clear,25,224
16,4,Fog,21,472
16,4,Rain,24,401
23,5,Clear,34,169
4,1,Rain,36,488
22,0,Rain,30,540
14,1,Rain,30,404
8,0,Clear,35,635
3,4,Fog,27,312
0,5,Fog,34,425
13,0,Rain,21,604
18,3,Rain,39,944
22,0,Clear,30,289
2,3,Clear,20,332
22,4,Clear,30,343
2,4,Fog,26,401
15,2,Clear,34,399
20,5,Clear,24,168
7,0,Rain,23,901
23,5,Fog,24,240
0,0,Fog,29,533
15,2,Clear,32,238
15,0,Rain,35,508
3,4,Clear,29,284
21,1,Rain,33,347
18,6,Clear,39,731
3,3,Clear,25,218
5,1,Rain,33,346
23,4,Fog,36,289
14,0,Clear,27,392
19,2,Fog,35,769
22,6,Fog,23,255
1,0,Rain,35,408
15,2,Clear,21,315
20,3,Fog,27,488
21,5,Fog,27,330
3,4,Fog,37,573
8,3,Clear,25,716
13,3,Fog,25,446
2,3,Clear,28,358
5,1,Rain,38,491
4,2,Rain,27,485
13,4,Fog,24,445
17,3,Fog,33,679
16,1,Rain,23,659
7,0,Rain,28,942
7,5,Fog,29,845
18,4,Clear,27,840
6,3,Clear,27,388
13,3,Fog,30,448
18,2,Clear,25,783
7,3,Clear,26,646
18,5,Fog,39,704
0,6,Clear,33,273
11,0,Clear,31,373
13,5,Clear,30,144
5,1,Fog,28,340
3,0,Clear,33,465
13,2,Clear,33,402
20,4,Clear,29,445
13,3,Rain,24,651
13,3,Clear,20,273
1,4,Clear,38,314
1,1,Clear,25,207
20,6,Clear,26,258
0,0,Clear,23,438
19,5,Clear,25,548
9,6,Clear,24,549
2,3,Fog,27,385
23,6,Fog,25,245
22,0,Rain,34,449
9,6,Clear,31,641
18,6,Fog,25,799
5,0,Fog,26,415
12,0,Clear,35,296
21,0,Fog,38,548
3,5,Fog,35,257
23,3,Rain,26,389
19,0,Clear,35,715
8,5,Fog,28,764
13,3,Rain,24,447
1,4,Rain,29,599
2,2,Clear,27,203
19,1,Clear,32,890
18,1,Rain,23,873
0,4,Clear,24,331
20,1,Clear,29,233
1,3,Fog,39,309
1,1,Fog,20,540
16,2,Clear,39,392
16,1,Rain,33,628
5,5,Clear,27,210
9,2,Fog,26,915
0,6,Clear,37,374
12,4,Rain,32,459
19,0,Fog,31,855
17,3,Rain,36,714
9,0,Fog,33,766
22,2,Rain,38,554
12,6,Clear,33,102
3,0,Rain,25,341
22,2,Fog,22,332
22,3,Rain,21,570
20,5,Rain,32,201
1,3,Clear,29,250
6,5,Clear,32,255
14,4,Rain,30,670
15,6,Fog,31,171
17,1,Rain,31,975
14,6,Fog,35,375
5,0,Fog,30,567
16,5,Fog,31,159
11,3,Clear,37,447
16,2,Fog,32,315
20,6,Clear,24,293
17,6,Rain,39,1037
9,4,Rain,25,1053
20,0,Fog,36,488
2,3,Rain,33,500
0,5,Rain,26,240
21,2,Rain,27,525
21,4,Rain,29,395
20,0,Fog,34,413
10,4,Fog,34,480
10,1,Fog,39,457
9,1,Rain,38,1047
13,5,Fog,20,195
6,3,Rain,29,626
23,0,Fog,21,499
12,6,Clear,33,115
9,0,Fog,31,881
7,3,Fog,34,903
15,1,Rain,31,495
12,6,Rain,20,409
18,3,Rain,24,978
3,0,Rain,36,386
9,1,Fog,39,612
7,6,Clear,23,698
16,4,Rain,25,423
9,6,Rain,28,907
1,0,Fog,25,513
13,1,Fog,35,395
16,5,Clear,31,244
